,Id,MSSubClass,LotFrontage,LotArea,Street,Neighborhood,OverallQual,OverallCond,YearBuilt,RoofMatl,MasVnrArea,BsmtQual,BsmtCond,BsmtFinType1,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenAbvGr,GarageArea,PavedDrive,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
454,455,90,63.0,9297,Pave,Mitchel,5,5,1976,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,1728,0,1728,2,2,560,Y,0,7,2006,Family,188000
455,456,20,80.0,9600,Pave,NWAmes,7,6,1973,CompShg,320.0,TA,TA,ALQ,GasA,Fa,Y,1242,0,1242,1,1,528,Y,0,9,2007,Normal,175500
456,457,70,34.0,4571,Pave,OldTown,5,5,1916,CompShg,0.0,TA,TA,Unf,GasA,Fa,N,624,720,1344,1,1,513,Y,0,5,2008,Abnorml,98000
457,458,20,,53227,Pave,ClearCr,4,6,1954,Tar&Grv,0.0,Gd,TA,BLQ,GasA,Ex,Y,1663,0,1663,1,1,529,Y,0,3,2008,Normal,256000
458,459,70,,5100,Pave,OldTown,8,7,1925,CompShg,0.0,TA,TA,Unf,GasA,Fa,Y,833,833,1666,1,1,228,Y,0,6,2008,Normal,161000
459,460,50,,7015,Pave,BrkSide,5,4,1950,CompShg,161.0,TA,TA,LwQ,GasA,TA,Y,979,224,1203,1,1,352,Y,0,7,2009,Normal,110000
460,461,60,75.0,8004,Pave,Somerst,8,5,2009,CompShg,110.0,Gd,TA,GLQ,GasA,Ex,Y,832,1103,1935,2,1,552,Y,0,12,2009,Partial,263435
461,462,70,60.0,7200,Pave,SWISU,7,9,1936,CompShg,0.0,Gd,Gd,ALQ,GasA,Ex,Y,575,560,1135,1,1,576,Y,0,4,2009,Normal,155000
462,463,20,60.0,8281,Pave,Sawyer,5,5,1965,CompShg,0.0,TA,TA,Rec,GasA,Gd,Y,864,0,864,1,1,360,Y,0,12,2009,Normal,62383
463,464,70,74.0,11988,Pave,Crawfor,6,7,1934,CompShg,0.0,TA,TA,LwQ,GasA,Fa,Y,849,811,1660,1,1,240,Y,0,8,2008,Normal,188700
464,465,20,60.0,8430,Pave,CollgCr,5,5,1978,CompShg,136.0,Gd,TA,Rec,GasA,TA,Y,1040,0,1040,2,1,0,Y,0,8,2009,Normal,124000
465,466,120,,3072,Pave,Blmngtn,7,5,2004,CompShg,18.0,Gd,TA,Unf,GasA,Ex,Y,1414,0,1414,2,1,398,Y,0,5,2006,Normal,178740
466,467,20,85.0,10628,Pave,NAmes,7,5,1970,Tar&Grv,0.0,TA,Gd,GLQ,GasA,TA,Y,1277,0,1277,1,1,526,Y,0,4,2007,Normal,167000
467,468,70,79.0,9480,Pave,NAmes,5,7,1942,CompShg,224.0,TA,TA,LwQ,GasA,Ex,Y,888,756,1644,1,1,312,Y,0,6,2007,Normal,146500
468,469,20,98.0,11428,Pave,NridgHt,8,5,2006,CompShg,248.0,Gd,TA,Unf,GasA,Ex,Y,1634,0,1634,2,1,866,Y,0,5,2007,Normal,250000
469,470,60,76.0,9291,Pave,SawyerW,6,5,1993,CompShg,120.0,Gd,TA,GLQ,GasA,Ex,Y,832,878,1710,2,1,506,Y,0,6,2008,Normal,187000
470,471,120,,6820,Pave,StoneBr,8,5,1985,CompShg,0.0,Gd,TA,GLQ,GasA,TA,Y,1502,0,1502,1,1,528,Y,0,6,2010,Normal,212000
471,472,60,92.0,11952,Pave,NWAmes,7,6,1977,WdShake,0.0,Gd,TA,Unf,GasA,TA,Y,1161,808,1969,2,1,534,Y,0,11,2007,Normal,190000
472,473,180,35.0,3675,Pave,Edwards,6,5,2005,CompShg,80.0,Gd,TA,GLQ,GasA,Ex,Y,1072,0,1072,1,1,525,Y,0,6,2008,Normal,148000
473,474,20,110.0,14977,Pave,NridgHt,8,5,2006,CompShg,304.0,Ex,TA,GLQ,GasA,Ex,Y,1976,0,1976,2,1,908,Y,0,7,2007,Partial,440000
474,475,120,41.0,5330,Pave,StoneBr,8,5,2000,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1652,0,1652,2,1,499,Y,0,8,2007,Normal,251000
475,476,20,80.0,8480,Pave,Sawyer,5,6,1963,CompShg,0.0,TA,TA,GLQ,GasA,TA,Y,970,0,970,1,1,624,Y,0,7,2007,Normal,132500
476,477,20,75.0,13125,Pave,CollgCr,6,5,1997,CompShg,215.0,Gd,TA,GLQ,GasA,Ex,Y,1493,0,1493,2,1,508,Y,0,4,2008,Normal,208900
477,478,60,105.0,13693,Pave,NridgHt,9,5,2006,CompShg,772.0,Gd,TA,Unf,GasA,Ex,Y,2069,574,2643,2,1,694,Y,0,3,2007,Normal,380000
478,479,20,79.0,10637,Pave,CollgCr,8,5,2007,CompShg,336.0,Ex,TA,GLQ,GasA,Ex,Y,1718,0,1718,2,1,826,Y,0,9,2009,Normal,297000
479,480,30,50.0,5925,Pave,OldTown,4,7,1937,CompShg,435.0,Fa,TA,Rec,GasA,TA,Y,1131,0,1131,1,1,672,Y,0,3,2007,Alloca,89471
480,481,20,98.0,16033,Pave,NridgHt,9,5,2004,CompShg,378.0,Ex,TA,GLQ,GasA,Ex,Y,1850,0,1850,2,1,772,Y,0,3,2006,Normal,326000
481,482,20,72.0,11846,Pave,NridgHt,9,5,2003,CompShg,562.0,Ex,TA,GLQ,GasA,Ex,Y,1792,0,1792,2,1,874,Y,0,8,2006,Normal,374000
482,483,70,50.0,2500,Pave,OldTown,7,8,1915,CompShg,0.0,TA,TA,ALQ,GasA,Ex,Y,916,910,1826,1,1,164,Y,0,6,2009,Normal,155000
483,484,120,32.0,4500,Pave,Mitchel,6,5,1998,CompShg,116.0,Ex,TA,GLQ,GasA,Ex,Y,1216,0,1216,2,1,402,Y,0,5,2006,Normal,164000
484,485,20,,7758,Pave,Sawyer,5,7,1962,CompShg,0.0,TA,TA,ALQ,GasA,Gd,Y,999,0,999,1,1,264,Y,0,3,2007,Normal,132500
485,486,20,80.0,9600,Pave,NAmes,5,7,1950,CompShg,0.0,TA,TA,ALQ,GasA,Gd,Y,1113,0,1113,1,1,264,Y,0,7,2009,Normal,147000
486,487,20,79.0,10289,Pave,NAmes,5,7,1965,CompShg,168.0,TA,TA,ALQ,GasA,TA,Y,1073,0,1073,1,1,515,Y,0,6,2007,Normal,156000
487,488,20,70.0,12243,Pave,NWAmes,5,6,1971,CompShg,0.0,Gd,TA,ALQ,GasA,Gd,Y,1484,0,1484,2,1,487,Y,0,2,2007,Normal,175000
488,489,190,60.0,10800,Pave,OldTown,5,4,1900,CompShg,0.0,TA,Fa,BLQ,GasA,TA,N,1766,648,2414,2,2,520,N,0,5,2006,Normal,160000
489,490,180,21.0,1526,Pave,MeadowV,4,8,1970,CompShg,0.0,Gd,TA,GLQ,GasA,TA,Y,630,0,630,1,1,286,Y,0,5,2009,Normal,86000
490,491,160,,2665,Pave,MeadowV,5,6,1976,CompShg,0.0,Gd,TA,Unf,GasA,TA,Y,616,688,1304,1,1,336,Y,0,6,2008,Normal,115000
491,492,50,79.0,9490,Pave,NAmes,6,7,1941,CompShg,0.0,TA,TA,BLQ,GasA,TA,Y,958,620,1578,1,1,240,Y,0,8,2006,Normal,133000
492,493,60,105.0,15578,Pave,Gilbert,6,5,2006,CompShg,0.0,Gd,TA,Unf,GasA,Gd,Y,728,728,1456,2,1,429,Y,0,5,2006,Partial,172785
493,494,20,70.0,7931,Pave,NAmes,5,6,1960,CompShg,0.0,TA,TA,BLQ,GasA,TA,Y,1269,0,1269,1,1,308,Y,0,6,2008,Normal,155000
494,495,30,50.0,5784,Pave,OldTown,5,8,1938,CompShg,0.0,Fa,TA,Unf,GasA,Gd,Y,886,0,886,1,1,273,Y,0,12,2009,Normal,91300
495,496,30,60.0,7879,Pave,IDOTRR,4,5,1920,CompShg,0.0,TA,TA,Rec,GasA,TA,N,720,0,720,1,1,0,N,0,11,2009,Abnorml,34900
496,497,20,,12692,Pave,NoRidge,8,5,1992,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,3228,0,3228,3,1,546,Y,0,5,2007,Normal,430000
497,498,50,60.0,9120,Pave,BrkSide,7,6,1925,CompShg,0.0,TA,TA,Rec,GasA,Ex,Y,1133,687,1820,2,1,240,N,0,6,2008,Normal,184000
498,499,20,65.0,7800,Pave,Sawyer,5,7,1967,CompShg,89.0,TA,TA,ALQ,GasA,Ex,Y,899,0,899,1,1,288,Y,0,6,2009,Normal,130000
499,500,20,70.0,7535,Pave,NAmes,5,7,1958,CompShg,0.0,TA,TA,BLQ,GasA,Fa,Y,912,0,912,1,1,297,Y,480,6,2007,Normal,120000
500,501,160,21.0,1890,Pave,BrDale,6,5,1973,CompShg,285.0,TA,TA,BLQ,GasA,TA,Y,672,546,1218,1,1,264,Y,0,5,2007,Normal,113000
501,502,60,75.0,9803,Pave,Somerst,7,5,2005,CompShg,0.0,Gd,TA,GLQ,GasA,Gd,Y,866,902,1768,2,1,603,Y,0,2,2008,Normal,226700
502,503,20,70.0,9170,Pave,Edwards,5,7,1965,CompShg,0.0,TA,TA,ALQ,GasA,Ex,Y,1214,0,1214,1,1,461,Y,400,4,2007,Normal,140000
503,504,20,100.0,15602,Pave,Crawfor,7,8,1959,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,1801,0,1801,2,1,484,Y,0,3,2010,Normal,289000
504,505,160,24.0,2308,Pave,NPkVill,6,5,1974,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,855,467,1322,2,1,440,Y,0,6,2009,Normal,147000
505,506,90,60.0,7596,Pave,OldTown,5,5,1952,CompShg,360.0,TA,TA,Unf,GasA,Gd,Y,960,1000,1960,2,2,400,N,0,7,2009,Normal,124500
506,507,60,80.0,9554,Pave,SawyerW,8,5,1993,CompShg,125.0,Gd,TA,GLQ,GasA,Ex,Y,1065,846,1911,2,1,471,Y,0,9,2006,Normal,215000
507,508,20,75.0,7862,Pave,Somerst,6,5,2009,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1218,0,1218,2,1,676,Y,0,9,2009,Partial,208300
508,509,70,60.0,9600,Pave,OldTown,7,9,1928,CompShg,0.0,TA,TA,Rec,GasA,Ex,Y,689,689,1378,2,1,360,N,0,10,2008,Normal,161000
509,510,20,80.0,9600,Pave,NAmes,5,6,1959,CompShg,132.0,TA,TA,ALQ,GasA,Ex,Y,1041,0,1041,1,1,270,Y,0,7,2009,Normal,124500
510,511,20,75.0,14559,Pave,NAmes,5,7,1951,CompShg,70.0,TA,TA,BLQ,GasA,Ex,Y,1363,0,1363,1,1,288,Y,2000,6,2009,Normal,164900
511,512,120,40.0,6792,Pave,NridgHt,7,5,2005,CompShg,94.0,Gd,TA,Unf,GasA,Ex,Y,1368,0,1368,2,1,474,Y,0,3,2006,Partial,202665
512,513,20,70.0,9100,Pave,NAmes,5,5,1958,CompShg,0.0,TA,TA,BLQ,GasA,TA,Y,864,0,864,1,1,624,Y,0,7,2006,Normal,129900
513,514,20,71.0,9187,Pave,Mitchel,6,5,1983,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,1080,0,1080,1,1,484,Y,0,6,2007,Normal,134000
514,515,45,55.0,10594,Pave,Crawfor,5,5,1926,CompShg,0.0,TA,TA,Unf,Grav,Fa,N,789,0,789,1,1,200,Y,0,6,2007,Normal,96500
515,516,20,94.0,12220,Pave,NridgHt,10,5,2009,CompShg,305.0,Ex,TA,GLQ,GasA,Ex,Y,2020,0,2020,2,1,900,Y,0,9,2009,Partial,402861
516,517,80,,10448,Pave,NWAmes,6,6,1972,CompShg,333.0,TA,TA,Unf,GasA,TA,Y,1378,741,2119,2,1,583,Y,0,8,2009,Abnorml,158000
517,518,60,79.0,10208,Pave,NoRidge,7,5,1996,CompShg,921.0,Gd,TA,Unf,GasA,Ex,Y,1277,1067,2344,2,1,889,Y,0,7,2009,Normal,265000
518,519,60,,9531,Pave,CollgCr,6,5,1998,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,882,914,1796,2,1,546,Y,0,5,2007,Normal,211000
519,520,70,53.0,10918,Pave,Crawfor,7,9,1926,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,1276,804,2080,1,1,282,Y,0,6,2009,Normal,234000
520,521,190,60.0,10800,Pave,OldTown,4,7,1900,CompShg,0.0,,,,GasA,TA,N,694,600,1294,2,2,0,N,0,8,2008,Normal,106250
521,522,20,90.0,11988,Pave,NAmes,6,6,1957,CompShg,0.0,TA,TA,Rec,GasA,Ex,Y,1244,0,1244,1,1,336,Y,0,5,2007,Normal,150000
522,523,50,50.0,5000,Pave,BrkSide,6,7,1947,CompShg,0.0,TA,TA,ALQ,GasA,Ex,Y,1004,660,1664,2,1,420,Y,0,10,2006,Normal,159000
523,524,60,130.0,40094,Pave,Edwards,10,5,2007,CompShg,762.0,Ex,TA,GLQ,GasA,Ex,Y,3138,1538,4676,3,1,884,Y,0,10,2007,Partial,184750
524,525,60,95.0,11787,Pave,NoRidge,7,5,1996,CompShg,594.0,Gd,TA,GLQ,GasA,Ex,Y,1383,1015,2398,2,1,834,Y,0,8,2007,Normal,315750
525,526,20,62.0,7500,Pave,Somerst,7,5,2005,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,1266,0,1266,2,1,453,Y,0,4,2006,Normal,176000
526,527,20,70.0,13300,Pave,NAmes,5,7,1956,CompShg,0.0,Gd,TA,Rec,GasA,TA,Y,928,0,928,1,1,252,Y,0,6,2007,Normal,132000
527,528,60,67.0,14948,Pave,NridgHt,9,5,2008,CompShg,268.0,Ex,TA,GLQ,GasA,Ex,Y,1476,1237,2713,2,1,858,Y,0,11,2008,Partial,446261
528,529,30,58.0,9098,Pave,Edwards,4,7,1920,CompShg,0.0,TA,TA,ALQ,GasA,Ex,Y,605,0,605,1,1,0,N,0,7,2007,Normal,86000
529,530,20,,32668,Pave,Crawfor,6,3,1957,CompShg,,TA,TA,Rec,GasA,TA,Y,2515,0,2515,3,2,484,Y,0,3,2007,Alloca,200624
530,531,80,85.0,10200,Pave,Timber,6,5,1988,CompShg,219.0,Gd,TA,GLQ,GasA,Ex,Y,1509,0,1509,2,1,600,Y,0,8,2008,Abnorml,175000
531,532,70,60.0,6155,Pave,BrkSide,6,8,1920,CompShg,0.0,Fa,Fa,Unf,GasA,Ex,Y,751,611,1362,2,1,502,Y,0,6,2008,Normal,128000
532,533,20,60.0,7200,Pave,NAmes,5,7,1955,CompShg,0.0,,,,GasA,Ex,Y,827,0,827,1,1,392,Y,0,4,2010,Normal,107500
533,534,20,50.0,5000,Pave,BrkSide,1,3,1946,CompShg,0.0,,,,GasA,Fa,N,334,0,334,1,1,0,N,0,1,2007,Normal,39300
534,535,60,74.0,9056,Pave,Gilbert,8,5,2004,CompShg,0.0,Ex,Gd,Unf,GasA,Ex,Y,707,707,1414,2,1,403,Y,0,10,2006,Normal,178000
535,536,190,70.0,7000,Pave,Edwards,5,7,1910,CompShg,0.0,Gd,TA,GLQ,GasA,TA,Y,820,527,1347,1,1,0,N,0,1,2008,Normal,107500
536,537,60,57.0,8924,Pave,CollgCr,7,5,1998,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,880,844,1724,2,1,527,Y,0,7,2008,Normal,188000
537,538,20,,12735,Pave,NAmes,4,5,1972,CompShg,0.0,TA,TA,BLQ,GasA,TA,Y,864,0,864,1,1,576,Y,0,4,2008,Normal,111250
538,539,20,,11553,Pave,Sawyer,5,5,1968,CompShg,188.0,TA,TA,BLQ,GasA,TA,Y,1159,0,1159,1,1,336,Y,0,7,2006,Normal,158000
539,540,20,,11423,Pave,CollgCr,8,5,2001,CompShg,479.0,Gd,TA,GLQ,GasA,Ex,Y,1601,0,1601,2,1,670,Y,2000,5,2010,Normal,272000
540,541,20,85.0,14601,Pave,Timber,9,5,2006,CompShg,584.0,Ex,TA,GLQ,GasA,Ex,Y,1838,0,1838,2,1,765,Y,0,3,2009,Normal,315000
541,542,60,,11000,Pave,NoRidge,8,5,2000,CompShg,72.0,Gd,TA,Unf,GasA,Ex,Y,997,1288,2285,2,1,648,Y,0,6,2007,Normal,248000
542,543,20,78.0,10140,Pave,NWAmes,7,5,1998,CompShg,0.0,Ex,TA,LwQ,GasA,Ex,Y,1680,0,1680,2,1,583,Y,0,6,2009,Normal,213250
543,544,120,34.0,4058,Pave,NAmes,7,5,1998,CompShg,182.0,Gd,TA,GLQ,GasA,Ex,Y,767,0,767,1,1,367,Y,0,6,2007,Normal,133000
544,545,60,58.0,17104,Pave,Gilbert,7,5,2006,CompShg,0.0,Gd,Gd,GLQ,GasA,Ex,Y,664,832,1496,2,1,426,Y,0,9,2006,Partial,179665
545,546,50,,13837,Pave,NWAmes,7,5,1988,CompShg,178.0,Gd,Gd,GLQ,GasA,Gd,Y,1377,806,2183,2,1,786,Y,0,2,2006,Normal,229000
546,547,50,70.0,8737,Pave,BrkSide,6,7,1923,CompShg,0.0,Gd,TA,Rec,GasA,Ex,Y,915,720,1635,1,1,440,Y,0,5,2007,Normal,210000
547,548,85,54.0,7244,Pave,Mitchel,5,7,1970,CompShg,0.0,Gd,TA,ALQ,GasA,Ex,Y,768,0,768,1,1,624,Y,0,4,2007,Normal,129500
548,549,20,49.0,8235,Pave,OldTown,5,7,1955,CompShg,0.0,TA,TA,LwQ,GasA,TA,Y,825,0,825,1,1,720,Y,0,6,2008,Normal,125000
549,550,60,75.0,9375,Pave,Somerst,7,5,2003,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,912,1182,2094,2,1,615,Y,0,11,2009,Normal,263000
550,551,120,53.0,4043,Pave,NPkVill,6,6,1977,CompShg,0.0,Gd,TA,ALQ,GasA,TA,Y,1069,0,1069,2,1,440,Y,0,10,2008,Abnorml,140000
551,552,20,50.0,6000,Pave,OldTown,5,6,1957,CompShg,0.0,TA,TA,Rec,GasA,Gd,Y,928,0,928,1,1,288,Y,0,6,2008,Normal,112500
552,553,20,87.0,11146,Pave,NridgHt,8,5,2006,CompShg,250.0,Ex,TA,Unf,GasA,Ex,Y,1717,0,1717,2,1,908,Y,0,7,2009,Normal,255500
553,554,20,67.0,8777,Pave,Edwards,4,5,1949,CompShg,0.0,,,,GasA,Ex,Y,1126,0,1126,2,1,520,N,0,5,2009,Normal,108000
554,555,60,85.0,10625,Pave,NridgHt,7,5,2003,CompShg,292.0,Gd,TA,GLQ,GasA,Ex,Y,1006,1040,2046,2,1,871,Y,0,8,2008,Normal,284000
555,556,45,58.0,6380,Pave,BrkSide,5,6,1922,CompShg,0.0,TA,Fa,Unf,GasA,TA,Y,1048,0,1048,1,1,280,Y,0,8,2006,Normal,113000
556,557,20,69.0,14850,Pave,NAmes,5,5,1957,CompShg,0.0,TA,TA,Rec,GasA,TA,Y,1092,0,1092,1,1,299,Y,0,5,2006,Normal,141000
557,558,50,60.0,11040,Pave,IDOTRR,4,6,1920,CompShg,0.0,TA,TA,Rec,GasA,Gd,Y,897,439,1336,1,1,570,Y,0,9,2006,Normal,108000
558,559,60,57.0,21872,Pave,Gilbert,7,5,1996,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,729,717,1446,2,1,406,Y,0,8,2008,Normal,175000
559,560,120,,3196,Pave,Blmngtn,7,5,2003,CompShg,18.0,Gd,TA,Unf,GasA,Ex,Y,1557,0,1557,2,1,420,Y,0,10,2006,Normal,234000
560,561,20,,11341,Pave,Sawyer,5,6,1957,CompShg,180.0,Gd,TA,ALQ,GasA,TA,Y,1392,0,1392,1,1,528,Y,0,5,2010,Normal,121500
561,562,20,77.0,10010,Pave,Mitchel,5,5,1974,CompShg,0.0,Gd,TA,ALQ,GasA,Gd,Y,1389,0,1389,1,1,418,Y,0,4,2006,Normal,170000
562,563,30,63.0,13907,Pave,Edwards,5,6,1940,CompShg,0.0,TA,TA,BLQ,GasA,Ex,Y,996,0,996,1,1,0,Y,0,7,2008,Normal,108000
563,564,50,66.0,21780,Pave,Edwards,6,7,1918,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,1163,511,1674,2,1,396,N,0,7,2008,Normal,185000
564,565,60,,13346,Pave,NoRidge,7,5,1992,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1166,1129,2295,2,1,590,Y,0,7,2006,Normal,268000
565,566,70,66.0,6858,Pave,SWISU,6,4,1915,CompShg,0.0,Gd,TA,Unf,GasA,TA,N,841,806,1647,1,1,216,Y,0,5,2010,Normal,128000
566,567,60,77.0,11198,Pave,StoneBr,9,5,2005,CompShg,245.0,Gd,Gd,Unf,GasA,Ex,Y,1134,1370,2504,2,1,656,Y,0,6,2008,Normal,325000
567,568,20,70.0,10171,Pave,NridgHt,7,5,2004,CompShg,168.0,Gd,TA,GLQ,GasA,Ex,Y,1535,0,1535,2,1,532,Y,0,3,2010,Normal,214000
568,569,50,79.0,12327,Pave,SawyerW,8,8,1983,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1496,636,2132,1,1,612,Y,0,9,2009,Normal,316600
569,570,90,,7032,Pave,NAmes,5,5,1979,CompShg,0.0,Gd,TA,GLQ,GasA,TA,Y,943,0,943,1,1,600,Y,0,12,2006,Normal,135960
570,571,90,74.0,13101,Pave,NAmes,5,5,1965,CompShg,108.0,TA,TA,LwQ,GasA,TA,Y,1728,0,1728,2,2,576,Y,0,11,2008,Normal,142600
571,572,20,60.0,7332,Pave,NAmes,6,6,1959,CompShg,207.0,TA,TA,BLQ,GasA,Ex,Y,864,0,864,1,1,288,Y,0,10,2006,Abnorml,120000
572,573,60,83.0,13159,Pave,Timber,7,5,2009,CompShg,0.0,Ex,TA,Unf,GasA,Gd,Y,846,846,1692,2,1,650,Y,0,7,2009,Partial,224500
573,574,80,76.0,9967,Pave,Gilbert,7,5,2000,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,774,656,1430,2,1,400,Y,0,12,2007,Normal,170000
574,575,80,70.0,10500,Pave,NAmes,5,7,1971,CompShg,82.0,TA,TA,ALQ,GasA,TA,Y,576,533,1109,1,1,288,Y,0,12,2007,Normal,139000
575,576,50,80.0,8480,Pave,NAmes,5,5,1947,CompShg,0.0,TA,TA,Rec,GasA,TA,Y,832,384,1216,1,1,336,Y,0,10,2008,Abnorml,118500
576,577,50,52.0,6292,Pave,SWISU,7,7,1928,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,877,600,1477,2,1,216,Y,0,8,2009,Normal,145000
577,578,80,96.0,11777,Pave,Sawyer,5,6,1966,CompShg,97.0,TA,TA,LwQ,GasA,Ex,Y,1320,0,1320,1,1,564,Y,0,5,2006,Abnorml,164500
578,579,160,34.0,3604,Pave,Somerst,7,5,2007,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,703,689,1392,2,1,540,Y,0,2,2008,Abnorml,146000
579,580,50,81.0,12150,Pave,OldTown,5,5,1954,CompShg,335.0,TA,TA,Unf,GasA,Ex,N,1050,745,1795,2,1,352,Y,0,11,2008,Normal,131500
580,581,20,,14585,Pave,NAmes,6,6,1960,CompShg,85.0,TA,TA,BLQ,GasA,Ex,Y,1429,0,1429,1,1,572,Y,0,6,2007,Normal,181900
581,582,20,98.0,12704,Pave,NridgHt,8,5,2008,CompShg,306.0,Ex,TA,Unf,GasA,Ex,Y,2042,0,2042,2,1,1390,Y,0,8,2009,Partial,253293
582,583,90,81.0,11841,Grvl,Edwards,6,5,1990,CompShg,104.0,Gd,TA,GLQ,GasA,TA,Y,816,0,816,1,1,0,Y,0,5,2007,Normal,118500
583,584,75,75.0,13500,Pave,OldTown,10,9,1893,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,1521,1254,2775,3,1,880,Y,0,7,2008,Normal,325000
584,585,50,51.0,6120,Pave,BrkSide,4,7,1935,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,989,584,1573,1,1,240,Y,0,7,2009,Normal,133000
585,586,20,88.0,11443,Pave,Timber,8,5,2005,CompShg,208.0,Ex,TA,GLQ,GasA,Ex,Y,2028,0,2028,2,1,880,Y,0,3,2006,Partial,369900
586,587,30,55.0,10267,Pave,BrkSide,6,7,1918,CompShg,0.0,TA,Gd,Rec,GasA,Ex,Y,838,0,838,1,1,275,N,0,5,2008,Normal,130000
587,588,85,74.0,8740,Pave,Sawyer,5,6,1982,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,860,0,860,1,1,528,Y,0,7,2009,Normal,137000
588,589,20,65.0,25095,Pave,ClearCr,5,8,1968,Tar&Grv,0.0,TA,TA,GLQ,GasA,Ex,Y,1473,0,1473,1,1,452,Y,0,6,2009,Partial,143000
589,590,40,50.0,9100,Pave,BrkSide,5,6,1930,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,779,0,935,1,1,308,P,600,8,2008,Normal,79500
590,591,60,64.0,8320,Pave,CollgCr,7,5,2004,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,770,812,1582,2,1,520,Y,0,9,2008,Normal,185900
591,592,60,97.0,13478,Pave,NridgHt,10,5,2008,CompShg,420.0,Ex,TA,GLQ,GasA,Ex,Y,1728,568,2296,2,1,842,Y,0,6,2009,Normal,451950
592,593,20,60.0,6600,Pave,Mitchel,5,8,1982,CompShg,0.0,TA,Gd,GLQ,GasA,Ex,Y,816,0,816,1,1,816,Y,0,6,2008,Normal,138000
593,594,120,,4435,Pave,CollgCr,6,5,2003,CompShg,170.0,Gd,TA,GLQ,GasA,Ex,Y,848,0,848,1,1,420,Y,0,5,2009,Normal,140000
594,595,20,88.0,7990,Pave,CollgCr,5,6,1975,CompShg,0.0,Gd,TA,Unf,GasA,TA,Y,924,0,924,1,1,280,Y,0,4,2008,Normal,110000
595,596,20,69.0,11302,Pave,StoneBr,8,5,2005,CompShg,238.0,Gd,TA,GLQ,GasA,Ex,Y,1826,0,1826,2,1,758,Y,0,8,2006,Partial,319000
596,597,70,60.0,3600,Pave,OldTown,6,7,1910,CompShg,0.0,TA,TA,Unf,GasA,Ex,N,684,684,1368,1,1,216,N,0,10,2006,Normal,114504
597,598,120,53.0,3922,Pave,Blmngtn,7,5,2006,CompShg,72.0,Ex,TA,Unf,GasA,Ex,Y,1402,0,1402,0,1,648,Y,0,2,2007,Partial,194201
598,599,20,80.0,12984,Pave,Crawfor,5,6,1977,CompShg,459.0,Gd,TA,ALQ,GasA,Ex,Y,1647,0,1647,2,1,621,Y,0,3,2006,Normal,217500
599,600,160,24.0,1950,Pave,Blueste,6,6,1980,CompShg,0.0,Gd,TA,LwQ,GasA,TA,Y,716,840,1556,2,1,452,Y,0,7,2008,Normal,151000
600,601,60,74.0,10927,Pave,NridgHt,8,5,2005,CompShg,280.0,Gd,TA,GLQ,GasA,Ex,Y,1058,846,1904,2,1,736,Y,0,6,2006,Normal,275000
601,602,50,50.0,9000,Pave,IDOTRR,6,6,1937,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,780,595,1375,1,1,544,P,0,12,2007,Normal,141000
602,603,60,80.0,10041,Pave,SawyerW,8,5,1992,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,927,988,1915,2,1,506,Y,0,2,2006,Abnorml,220000
603,604,160,30.0,3182,Pave,Somerst,7,5,2004,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,600,600,1200,2,1,480,Y,0,6,2010,Normal,151000
604,605,20,88.0,12803,Pave,CollgCr,7,5,2002,CompShg,99.0,Gd,TA,GLQ,GasA,Ex,Y,1494,0,1494,2,1,530,Y,0,9,2008,Normal,221000
605,606,60,85.0,13600,Pave,NAmes,7,6,1965,CompShg,176.0,TA,TA,BLQ,GasA,TA,Y,1186,800,1986,2,1,486,Y,0,10,2009,Normal,205000
